1,519.7899944
2,1085.869981
3,149969.96
4,5595.749951
5,199459.3999
6,181105.8099
7,161543.3098
8,248800.9498
9,117525.92
10,154346.42
11,109168.6199
12,160201.8199
13,111197.4602
14,123755.47
15,94700.92995
16,144190.9999
17,148537.2699
18,164860.2697
19,162.3899981
20,110690.1699
21,120420.8499
22,25094.00996
23,100546.9898
24,100661.9499
25,115580.9099
26,83759.11006
27,141117.3699
28,108704.54
29,153772.7301
30,113103.84
31,98550.16009
32,154000.6399
33,79837.24996
34,109673.0701
35,79810.29011
36,82767.38996
37,118442.2999
38,88784.86
39,130420.5998
40,110514.94
41,92800.80985
42,92256.24001
43,104790.54
44,82202.61989
45,126015.3
46,91508.12992
47,95018.0899
48,92514.51991
49,119189.75
50,95610.34995
51,91231.35977
52,107351.0901
53,78984.4
54,72690.21999
55,56556.76999
56,79127.93995
57,97401.58996
58,120368.24
59,88072.64991
60,113410.15
61,91314.58995
62,87840.44996
63,101682.4999
64,82853.86989
65,70003.36015
66,90331.97996
67,77210.86992
68,10891.03996
69,77044.07999
70,69292.81997
71,76864.31994
72,64349.33994
73,74019.53002
74,82213.09005
75,106521.5601
76,60678.62981
77,85156.74988
78,74398.77975
79,76247.33988
80,94667.92998
81,78672.82994
82,57737.58005
83,76063.02986
84,98576.74987
85,88852.29999
86,97729.10997
87,95064.00988
88,75893.32006
89,73341.29008
90,83727.43998
91,71568.07993
92,56895.06005
93,101620.1898
94,68551.97002
95,46561.59995
96,68232.25007
97,88933.9001
98,110992.9901
99,58681.34999
100,81707.68995
101,71409.85997
102,43488.31002
103,69305.8199
104,60701.41001
105,37161.59
106,108024.1699
107,85347.05006
108,69953.82002
109,91843.24996
110,93599.32986
111,76177.72996
112,106112.0999
113,29604.44999
114,76367.69984
115,25625.14992
116,84359.85975
117,96014.28014
118,58066.85994
119,58873.5199
120,74788.37998
121,105620.2098
122,3767.879983
123,69102.80003
124,88136.12
125,73940.03989
126,60714.44005
127,62139.39998
128,73545.86994
129,61167.80999
130,66153.92004
131,78685.32984
132,62579.63987
133,67930.27994
134,44926.99998
135,62725.26998
136,72136.61
137,53654.79991
138,65385.28001
139,47153.67993
140,37104.85999
141,77018.53999
142,60520.01999
143,60471.65998
144,61122.94996
145,84887.97992
146,72321.50984
147,61292.56984
148,76433.09999
149,61177.64006
150,48359.76007
151,56528.29012
152,75725.78004
153,57858.82999
154,69450.6199
155,56836.88
156,79459.05004
157,57461.76001
158,84175.66994
159,74087.12974
160,48875.59014
161,43573.60003
162,63075.96001
163,82022.19007
164,75946.27997
165,13497.26996
166,54305.56003
167,46249.76013
168,89004.47011
169,54460.33998
170,59531.88992
171,64370.03006
172,55506.90001
173,38821.87999
174,50870.37001
175,75807.53009
176,81160.92012
177,83998.6
178,56924.51002
179,7320.609981
180,76153.86
181,64431.3698
182,30846.54001
183,62231.94989
184,75951.76991
185,94262.67999
186,23420.88994
187,83876.73995
188,48072.04986
189,48997.50004
190,67617.41
191,42324.38995
192,56146.8499
193,81522.50991
194,41728.03004
195,56759.03997
196,51776.48004
197,65046.87991
198,60294.57002
199,41561.22995
200,35991.85999
201,48749.07997
202,52373.85001
203,59619.23008
204,57532.78004
205,74563.92001
206,43824.82997
207,86951.57004
208,58396.63999
209,53723.20004
210,8005.109996
211,29138.58999
212,46625.82003
213,45951.94005
214,55196.02992
